"ID","title","streetaddress","description","city","state","amenityfeatures","Year","type","unclear_address","uncleartype","notes","Last.Modified","full.address","lon","lat","geoAddress","status"
4941,"This Week In Texas","3900 Lemmon Ave #220","521-0622","Dallas","TX","",1990,"Publication",NA,"","","4/25/2023 9:36pm","3900 Lemmon Ave #220, Dallas, TX",-96.8066986,32.8131525,"3900 lemmon ave #220, dallas, tx 75219, usa","Geocoded"
5179,"Blue Boutique","2106 S. 11th East","485-2072 lingerie, hosiery, adult novelties, tobacco accessories","Salt Lake City","UT","",1990,"Erotica/Adult Books",NA,"","","4/25/2023 9:36pm","2106 S. 11th East, Salt Lake City, UT",-111.8608076,40.7226145,"2106 s 11th e, salt lake city, ut 84106, usa","Geocoded"
5148,"Wall Street Journal","1600 Wall Ave","621-9939 patio, 4pm-1am Mon-Thurs, 1pm-1am Fri-Sun","Ogden","UT","(*),(MW),(D),(BW),BYOB",1990,"Bars",NA,"","","4/25/2023 9:36pm","1600 Wall Ave, Ogden, UT",-111.978193,41.2390236,"1600 wall ave, ogden, ut 84404, usa","Geocoded"
5386,"Integrity","1245 10th Ave. E.","(Chapel of St. Mark's Cathedral) 525-4668 worship 7pm Sun","Seattle","WA","",1990,"Religious Organizations",NA,"","","4/25/2023 9:36pm","1245 10th Ave. E., Seattle, WA",-122.3213074,47.6319402,"1245 10th ave e, seattle, wa 98102, usa","Geocoded"
5046,"Montrose Travel International","1915 S. Shepard","523-4297","Houston","TX","(IGTA)",1990,"Travel/Tour Operators",NA,"","","4/25/2023 9:36pm","1915 S. Shepard, Houston, TX",-95.4104202,29.7484239,"1915 s shepherd dr, houston, tx 77019, usa","Geocoded"
5375,"Metropolis","7220 Greenwood Ave. N","782-7002 cards & gifts","Seattle","WA","",1990,"Bookstores/Retail Shops",NA,"","","4/25/2023 9:36pm","7220 Greenwood Ave. N, Seattle, WA",-122.3550512,47.6816861,"7220 greenwood ave n, seattle, wa 98103, usa","Geocoded"
5431,"Tacoma Sand","2209 S. 72nd St","473-3258","Tacoma","WA","",1990,"Publication",NA,"","","4/25/2023 9:36pm","2209 S. 72nd St, Tacoma, WA",-122.4660265,47.1921686,"2209 s 72nd st, tacoma, wa 98409, usa","Geocoded"
5168,"Sun, The","200 S. 701 West","531-0833 full bar","Salt Lake City","UT","(*),(MW),(MX),(YC),(PC),(D),(F)",1990,"Bars",NA,"","","4/25/2023 9:36pm","200 S. 701 West, Salt Lake City, UT",-111.9112631,40.7649911,"701 200 s, salt lake city, ut 84104, usa","Geocoded"
5528,"Club 219","219 S. 2nd St.","271-3732 4pm-2am Mon-Thurs, 3pm-2:30am Fri & Sat, til 2am Sun","Milwaukee","WI","(*),(D),(S)",1990,"Bars",NA,"","","4/25/2023 9:36pm","219 S. 2nd St., Milwaukee, WI",-87.9127543,43.028928,"219 s 2nd st, milwaukee, wi 53204, usa","Geocoded"
4928,"Fitness Exchange","2525 Inwood Rd. #233","956-8311 weights, aerobics","Dallas","TX","(*)",1990,"Gym/Health Club",NA,"","","4/25/2023 9:36pm","2525 Inwood Rd. #233, Dallas, TX",-96.836395,32.8220943,"2525 inwood rd #233, dallas, tx 75235, usa","Geocoded"
4857,"Austin Lambda Newsletter","4107 Medical Pkwy #205","458-8050","Austin","TX","",1990,"Publication",NA,"","","4/25/2023 9:36pm","4107 Medical Pkwy #205, Austin, TX",-97.7420619,30.3105436,"4107 medical pkwy #205, austin, tx 78756, usa","Geocoded"
5390,"Seattle Gay News","704 E. Pike St.","324-4297","Seattle","WA","",1990,"Publication",NA,"","","4/25/2023 9:36pm","704 E. Pike St., Seattle, WA",-122.3232234,47.6142778,"704 e pike st, seattle, wa 98122, usa","Geocoded"
5523,"Angelo's Mint Bar II","819 S. 2nd St.","645-8330 11am-2am Sun-Thurs, til 2:30am Fri & Sat","Milwaukee","WI","(OC),(NH)",1990,"Bars",NA,"","","4/25/2023 9:36pm","819 S. 2nd St., Milwaukee, WI",-87.9128803,43.0227508,"819 s 2nd st, milwaukee, wi 53204, usa","Geocoded"
5340,"Chambered Nautilus","5005 22nd Ave. NE","522-2536 B & B","Seattle","WA","(MX),(MW)",1990,"Accommodations",NA,"","","4/25/2023 9:36pm","5005 22nd Ave. NE, Seattle, WA",-122.3048132,47.6651494,"5005 22nd ave ne, seattle, wa 98105, usa","Geocoded"
5362,"Spag's Tavern","1118 E. Pike","322-3232 2pm-2am Mon-Fri, noon-2am Sat & Sun","Seattle","WA","(NH),(BW),(OC)",1990,"Bars",NA,"","","4/25/2023 9:36pm","1118 E. Pike, Seattle, WA",-122.3172888,47.6142698,"1118 e pike st, seattle, wa 98122, usa","Geocoded"
5489,"Pure Pleasure Books","407 S. 3rd St.","785-1912","La Crosse","WI","",1990,"Erotica/Adult Books",NA,"","","4/25/2023 9:36pm","407 S. 3rd St., La Crosse, WI",NA,NA,"NA","Geocoded"
5457,"Fourth Avenue News","1119 4th Ave","525-6861","Huntington","WV","",1990,"Erotica/Adult Books",NA,"","","4/25/2023 9:36pm","1119 4th Ave, Huntington, WV",-82.4396129,38.4212718,"1119 4th ave, huntington, wv 25701, usa","Geocoded"
5047,"Community Gospel Church (Pentacostal)","5309 Feagan","863-8846 7:30pm Thurs, 11am & 6:30pm Sun","Houston","TX","",1990,"Religious Organizations",NA,"","","4/25/2023 9:36pm","5309 Feagan, Houston, TX",-95.4152992,29.7656897,"5309 feagan st, houston, tx 77007, usa","Geocoded"
4777,"Chaps","598 Mars Hall","523-9950","Memphis","TN","(MW),(D),(CW),(E),(F),(S)",1990,"Bars",NA,"","","4/25/2023 9:36pm","598 Mars Hall, Memphis, TN",-90.0489801,35.1495343,"memphis, tn, usa","Geocoded"
5055,"Diners News","240 Westheimer","522-9679 books, periodicals, videos, novelties","Houston","TX","",1990,"Publication",NA,"","","4/25/2023 9:36pm","240 Westheimer, Houston, TX",-95.3845895,29.7448972,"240 westheimer rd, houston, tx 77006, usa","Geocoded"
5042,"Parkway Athletic Club","800 Rosine","528-5467 weights, suntanning, aerobics","Houston","TX","",1990,"Gym/Health Club",NA,"","","4/25/2023 9:36pm","800 Rosine, Houston, TX",-95.3992725,29.7583271,"800 rosine st, houston, tx 77019, usa","Geocoded"
5358,"R Place","706 E. Pike St.","322-8828 1pm-2am daily","Seattle","WA","(NH),(V)",1990,"Bars",NA,"","","4/25/2023 9:36pm","706 E. Pike St., Seattle, WA",-122.3227137,47.614445,"706 e pike st, seattle, wa 98122, usa","Geocoded"
5025,"Ripcord","715 Fairview","521-2792","Houston","TX","(L),(AH)",1990,"Bars",NA,"","","4/25/2023 9:36pm","715 Fairview, Houston, TX",-95.3895175,29.7480122,"715 fairview st, houston, tx 77006, usa","Geocoded"
4980,"Affirmation (Methodist)","2750 W. Lowden","(TCU Wesley Found.) 656-8056 meets 7:30pm 3rd Tues","Ft. Worth","TX","",1990,"Religious Organizations",NA,"","","4/25/2023 9:36pm","2750 W. Lowden, Ft. Worth, TX",-97.3564182,32.7098624,"2750 w lowden st, fort worth, tx 76109, usa","Geocoded"
5419,"World Wide Video","1811 E. Sprague","534-6734","Spokane","WA","",1990,"Erotica/Adult Books",NA,"","","4/25/2023 9:36pm","1811 E. Sprague, Spokane, WA",-117.3835899,47.6574092,"1811 e sprague ave, spokane, wa 99202, usa","Geocoded"
4843,"Backstreet","611 E 7th St.","482-8518 9pm-4am Thurs-Mon","Austin","TX","(*),(MW),(AH)",1990,"Bars",NA,"","","4/25/2023 9:36pm","611 E 7th St., Austin, TX",-97.7362906,30.2670862,"611 e 7th st, austin, tx 78701, usa","Geocoded"
4761,"Peppertree Dance Club","317 N. Gay St.","525-5647 3 bars, patio, open Wed, Fri-Sun","Knoxville","TN","(*),(D),(S),(F),(V)",1990,"Bars",NA,"","","4/25/2023 9:36pm","317 N. Gay St., Knoxville, TN",-83.9227048,35.9703158,"317 n gay st, knoxville, tn 37917, usa","Geocoded"
5300,"Julius' Inn","2901 Baltic Ave.","428-3927 5pm-2am, daily","Virginia Beach","VA","(D),(F)",1990,"Bars",NA,"","","4/25/2023 9:36pm","2901 Baltic Ave., Virginia Beach, VA",-75.981317,36.856904,"2901 baltic ave, virginia beach, va 23451, usa","Geocoded"
5035,"Charlie's","1102 Westheimer","522-3332 24 hrs","Houston","TX","(MX),(MW)",1990,"Restaurants & Cafes",NA,"","","4/25/2023 9:36pm","1102 Westheimer, Houston, TX",-95.3930086,29.7449754,"1102 westheimer rd, houston, tx 77006, usa","Geocoded"
5473,"Club 125","125 S. Washington","437-9663 4pm-closing, til 2:30am Fri & Sat","Green Bay","WI","(MW),(D),(V)",1990,"Bars",NA,"","","4/25/2023 9:36pm","125 S. Washington, Green Bay, WI",-88.0163744,44.5134638,"125 s washington st, green bay, wi 54301, usa","Geocoded"
5572,"R-Bar","102 Scott St.","842-3225 3pm-2am Tues-Thurs & Sun, til 2:30am Fri & Sat","Wausau","WI","(D),(F)",1990,"Bars",NA,"","","4/25/2023 9:36pm","102 Scott St., Wausau, WI",-89.6298916,44.961001,"102 scott st, wausau, wi 54403, usa","Geocoded"
5461,"Select Books & Video","237 Walnut St.","292-7714","Morgantown","WV","",1990,"Erotica/Adult Books",NA,"","","4/25/2023 9:36pm","237 Walnut St., Morgantown, WV",-79.9552246,39.629529,"237 walnut st, morgantown, wv 26505, usa","Geocoded"
4862,"Pleasure Shoppe","603 W. Oltorf","447-1101 24hrs","Austin","TX","",1990,"Erotica/Adult Books",NA,"","","4/25/2023 9:36pm","603 W. Oltorf, Austin, TX",-97.7602504,30.2421385,"603 w oltorf st, austin, tx 78704, usa","Geocoded"
4780,"Numbers","600 Mars Hall","526-5535","Memphis","TN","(D),(S)",1990,"Bars",NA,"","","4/25/2023 9:36pm","600 Mars Hall, Memphis, TN",-90.0401279,35.1412672,"600 marshall ave, memphis, tn 38103, usa","Geocoded"
4835,"Rage","809 N. Collins St.","860-8717 4pm-2am Sun-Thurs, till 4am Fri & Sat","Arlington","TX","(MW),(D),(F),(AH)",1990,"Bars",NA,"","","4/25/2023 9:36pm","809 N. Collins St., Arlington, TX",-97.0973398,32.7467461,"809 n collins st, arlington, tx 76011, usa","Geocoded"
5369,"Club Seattle","1520 Summit Ave.","329-2344 24hrs, spa","Seattle","WA","(*),(PC)",1990,"Gym/Health Club",NA,"","","4/25/2023 9:36pm","1520 Summit Ave., Seattle, WA",-122.3254027,47.6147283,"1520 summit ave, seattle, wa 98122, usa","Geocoded"
4754,"B&B","106 2nd Ave","753-3213","Jonesborough","TN","(MX),(MW)",1990,"Accommodations",NA,"","","4/25/2023 9:36pm","106 2nd Ave, Jonesborough, TN",-82.4766506,36.2939932,"106 n 2nd ave, jonesborough, tn 37659, usa","Geocoded"
5545,"Club Milwaukee Health Club","704-A W. Wisconsin Ave.","(rear entrance) 276-0246 24hrs, gym, spa, may close in Spring '89","Milwaukee","WI","(PC)",1990,"Gym/Health Club",NA,"","","4/25/2023 9:36pm","704-A W. Wisconsin Ave., Milwaukee, WI",-87.9205685,43.0392269,"704 w wisconsin ave a, milwaukee, wi 53233, usa","Geocoded"
4786,"Book Mart","852 S. Cooper St.","278-9546","Memphis","TN","",1990,"Erotica/Adult Books",NA,"","","4/25/2023 9:36pm","852 S. Cooper St., Memphis, TN",-89.9906187,35.1225155,"852 cooper st, memphis, tn 38104, usa","Geocoded"
4802,"Victor Victoria's","111 8th Ave. N.","224-7256 11am-3am Mon-Sat, opens noon Sun","Nashville","TN","(D),(CW),(F),(S)",1990,"Bars",NA,"","","4/25/2023 9:36pm","111 8th Ave. N., Nashville, TN",-86.7818443,36.1585216,"111 8th ave s, nashville, tn 37203, usa","Geocoded"
5113,"Pump House","2022 McCullough","733-3995 noon-2am","San Antonio","TX","(NH),(F)",1990,"Bars",NA,"","","4/25/2023 9:36pm","2022 McCullough, San Antonio, TX",-98.491643,29.4488882,"2022 mccullough ave, san antonio, tx 78212, usa","Geocoded"
5029,"Studio 13","1318 Westheimer","512-9030","Houston","TX","(*),(MW),(B),(D),(S)",1990,"Bars",NA,"","","4/25/2023 9:36pm","1318 Westheimer, Houston, TX",-95.3953253,29.7439873,"1318 westheimer rd, houston, tx 77006, usa","Geocoded"
4908,"John L's","2525 Wycliff","520-2525 cabaret","Dallas","TX","(MW),(P),(E)",1990,"Bars",NA,"","","4/25/2023 9:36pm","2525 Wycliff, Dallas, TX",-96.8191479,32.8110156,"2525 wycliff ave, dallas, tx 75219, usa","Geocoded"
5397,"Onyx Leather","1017 E. Pike St.","328-1965 custom leather","Seattle","WA","",1990,"Erotica/Adult Books",NA,"","","4/25/2023 9:36pm","1017 E. Pike St., Seattle, WA",-122.3185838,47.6139262,"1017 e pike st, seattle, wa 98122, usa","Geocoded"
4752,"New Beginning","2910 N. Bristol Hwy","282-9898 patio, 8pm-2am Tues-Thurs, 5pm-4am Fri/Sat, til 2 am Sun, clsd Mon","Johnson City","TN","(*),(MW),(D),(S),(F)",1990,"Bars",NA,"","","4/25/2023 9:36pm","2910 N. Bristol Hwy, Johnson City, TN",-82.3837913,36.3588025,"2910 bristol hwy, johnson city, tn 37601, usa","Geocoded"
5432,"Jerry's Adult Book Store","12626 Pacific Hwy SW","588-7668","Tacoma","WA","",1990,"Erotica/Adult Books",NA,"","","4/25/2023 9:36pm","12626 Pacific Hwy SW, Tacoma, WA",-122.516434,47.1426387,"12626 pacific hwy sw, lakewood, wa 98499, usa","Geocoded"
5562,"Jo'dee's International","2139 Racine St. (S. Hwy 32)","634-9804 7pm-closing Mon-Sat, 5pm-closing Sun","Racine","WI","(MW),(D),(S)",1990,"Bars",NA,"","","4/25/2023 9:36pm","2139 Racine St. (S. Hwy 32), Racine, WI",-87.7934425,42.7030906,"2139 racine st #32, mt pleasant, wi 53403, usa","Geocoded"
5124,"MCC San Antonio","1136 W. Woodlawn","734-0048 worship 10:45am Sun & 7:30pm Wed","San Antonio","TX","",1990,"Religious Organizations",NA,"","","4/25/2023 9:36pm","1136 W. Woodlawn, San Antonio, TX",-98.5134479,29.4525968,"1136 w woodlawn ave, san antonio, tx 78201, usa","Geocoded"
5561,"Gay & Lesbian Union of Racine","625 College Ave","634-0659 call for meeting times","Racine","WI","",1990,"Info Lines & Services",NA,"","","4/25/2023 9:36pm","625 College Ave, Racine, WI",-87.7846787,42.7261535,"625 college ave, racine, wi 53403, usa","Geocoded"
5093,"Tenth Avenue","1820 N. 10th St","682-7131 8pm-2am Wed, Fri, Sun, Latin","McAllen","TX","(MW),(D),(S)",1990,"Bars",NA,"","","4/25/2023 9:36pm","1820 N. 10th St, McAllen, TX",-98.2267263,26.2201283,"1820 n 10th st, mcallen, tx 78501, usa","Geocoded"
5003,"Chutes","1732 Westeimer","523-2213","Houston","TX","(D),(L),(LV)",1990,"Bars",NA,"","","4/25/2023 9:36pm","1732 Westeimer, Houston, TX",-95.4035222,29.7429772,"1732 westheimer rd, houston, tx 77098, usa","Geocoded"
5438,"Red Apple Lounge","57 E. Main","525-5113 piano bar & restaurant","Walla Walla","WA","(MX),(MW),(F),(E)",1990,"Bars",NA,"","","4/25/2023 9:36pm","57 E. Main, Walla Walla, WA",-118.3378604,46.0679715,"57 e main st, walla walla, wa 99362, usa","Geocoded"
5210,"Mountain Brook Inn","1505 Mountain Rd.","253-9983/(800)553-3035 full breakfast, priv baths, year-round","Stowe","VT","(*),(MX),(MW),(IGTA)",1990,"Accommodations",NA,"","","4/25/2023 9:36pm","1505 Mountain Rd., Stowe, VT",-72.706045,44.4721176,"1505 mountain rd, stowe, vt 05672, usa","Geocoded"
4848,"Five-O-Five","505 E. 3rd St.","479-5050 Sun BBQ","Austin","TX","(*),(D),(F)",1990,"Bars",NA,"","","4/25/2023 9:36pm","505 E. 3rd St., Austin, TX",-97.7373156,30.2634178,"505 e 3rd st, austin, tx 78701, usa","Geocoded"
5541,"Triangle Bar","135 E. National Ave.","643-9758 5pm-2am daily","Milwaukee","WI","(*),(D),(V)",1990,"Bars",NA,"","","4/25/2023 9:36pm","135 E. National Ave., Milwaukee, WI",NA,NA,"NA","Geocoded"
4976,"Ashburns","3012 E. Rosedale","534-6630","Ft. Worth","TX","(NH),(CW),(D),BYOB,(BW),(AH)",1990,"Bars",NA,"","","4/25/2023 9:36pm","3012 E. Rosedale, Ft. Worth, TX",-97.2816194,32.7304736,"3012 e rosedale st, fort worth, tx 76105, usa","Geocoded"
5280,"Biff's Carytowne Book Store","2930 W. Carey St.","359-48331 large gay/lesbian section, 10am-6pm Mon-Sat, til 3pm Sun","Richmond","VA","",1990,"Bookstores/Retail Shops",NA,"","","4/25/2023 9:36pm","2930 W. Carey St., Richmond, VA",-77.4062729,37.5432619,"2930 w st, richmond, va 23223, usa","Geocoded"
4922,"Panda's","3917 Cedar Springs Rd.","528-3818 Chinese cuisine, cocktails","Dallas","TX","(MX),(MW)",1990,"Restaurants & Cafes",NA,"","","4/25/2023 9:36pm","3917 Cedar Springs Rd., Dallas, TX",-96.8111128,32.8106643,"3917 cedar springs rd, dallas, tx 75219, usa","Geocoded"
4763,"David Kidd Bookstore","2104 Cumberland","524-3184 general bookstore with gay/lesbian section","Knoxville","TN","",1990,"Bookstores/Retail Shops",NA,"","","4/25/2023 9:36pm","2104 Cumberland, Knoxville, TN",-83.9380903,35.9539807,"2104 cumberland ave, knoxville, tn 37916, usa","Geocoded"
4966,"MCC El Paso","2201 Mills Ave.","542-1227 worship 1pm Sun, coffeehouse 7pm-9pm Fri","El Paso","TX","",1990,"Religious Organizations",NA,"","","4/25/2023 9:36pm","2201 Mills Ave., El Paso, TX",-106.4660786,31.7738071,"2201 e mills ave, el paso, tx 79901, usa","Geocoded"
4787,"Men of Leather","1266 Madison","noon-8pm Tues-Sat, closed Sun & Mon","Memphis","TN","",1990,"Erotica/Adult Books",NA,"","","4/25/2023 9:36pm","1266 Madison, Memphis, TN",-90.0189296,35.1394577,"1266 madison ave, memphis, tn 38104, usa","Geocoded"
5274,"Alexander's Upstairs Lounge","3129 W. Cary St.","359-5104 9pm-2am Tue - Sun","Richmond","VA","(*),(D),(F),(V)",1990,"Bars",NA,"","","4/25/2023 9:36pm","3129 W. Cary St., Richmond, VA",-77.481503,37.5532674,"3129 w cary st, richmond, va 23221, usa","Geocoded"
5189,"Colors","20 Elliott St.","254-8646 8pm-2am Mon-Fri, 8pm-1am Sat, till 2am Sun","Brattleboro","VT","(*),(MX),(MW),(D)",1990,"Bars",NA,"","","4/25/2023 9:36pm","20 Elliott St., Brattleboro, VT",-72.5584237,42.8519106,"20 elliot st, brattleboro, vt 05301, usa","Geocoded"
5012,"Galleon","2303 Richmond","522-7616 patio, steak night Sun","Houston","TX","(*),(D),(E)",1990,"Bars",NA,"","","4/25/2023 9:36pm","2303 Richmond, Houston, TX",-95.4152739,29.7340015,"2303 richmond ave., houston, tx 77098, usa","Geocoded"
4847,"Crossing, The","611 Red River St.","476-3611 7am-2am daily","Austin","TX","(D)",1990,"Bars",NA,"","","4/25/2023 9:36pm","611 Red River St., Austin, TX",-97.7368045,30.2670574,"611 red river st, austin, tx 78701, usa","Geocoded"
5223,"William & Daniels","4 Main St.","776-8877 elegant lunch menu","Charlottte Amalie","VI","(*),(MX),(MW)",1990,"Restaurants & Cafes",NA,"","","4/25/2023 9:36pm","4 Main St., Charlottte Amalie, VI",-64.9324055,18.3417149,"4 main st, charlotte amalie, st thomas 00802, usvi","Geocoded"
4886,"Gay Community Center","3920 Cedar Springs","528-4233 info, referral, support, credit union","Dallas","TX","",1990,"Info Lines & Services",NA,"","","4/25/2023 9:36pm","3920 Cedar Springs, Dallas, TX",-96.8104414,32.8107875,"3920 cedar springs rd, dallas, tx 75219, usa","Geocoded"
5557,"Pure Pleasure","1212 Oshkosh Ave.","235-9727","Oshkosh","WI","",1990,"Erotica/Adult Books",NA,"","","4/25/2023 9:36pm","1212 Oshkosh Ave., Oshkosh, WI",-88.5672031,44.0344927,"1212 oshkosh ave, oshkosh, wi 54902, usa","Geocoded"
5045,"Advance Travel","10700 Northwest Freeway, Suite #160","682-2002/(800)292-0500 (see ad. center color section)","Houston","TX","(*),(IGTA)",1990,"Travel/Tour Operators",NA,"","","4/25/2023 9:36pm","10700 Northwest Freeway, Suite #160, Houston, TX",-95.4623412,29.8146742,"10700 northwest fwy #160, houston, tx 77092, usa","Geocoded"
5466,"Pivot Club","4815 W. Prospect Ave","730-0440 3pm-2:30am Fri/Sat, 5pm-2am Mon-Thurs, 3pm-2am Sun","Appleton","WI","(MW),(D),(V),(S)",1990,"Bars",NA,"","","4/25/2023 9:36pm","4815 W. Prospect Ave, Appleton, WI",-88.4800639,44.2428738,"4815 w prospect ave, appleton, wi 54914, usa","Geocoded"
5297,"MCC of Blue Ridge","2015 Grandin Rd. SW","562-1807 3pm Sun at Unitarian Church","Roanoke","VA","",1990,"Religious Organizations",NA,"","","4/25/2023 9:36pm","2015 Grandin Rd. SW, Roanoke, VA",-79.9846116,37.2572039,"2015 grandin rd sw, roanoke, va 24015, usa","Geocoded"
5396,"Magazine City","1901 3rd Ave","441-4235","Seattle","WA","",1990,"Erotica/Adult Books",NA,"","","4/25/2023 9:36pm","1901 3rd Ave, Seattle, WA",-122.3399279,47.6115934,"1901 3rd ave, seattle, wa 98101, usa","Geocoded"
4879,"Charlie's Angels","4525 S. Staples","993-4246 9pm-2am Tues-Sun, clsd Mon","Corpus Christi","TX","(MW),(D),(S)",1990,"Bars",NA,"","","4/25/2023 9:36pm","4525 S. Staples, Corpus Christi, TX",-97.3732232,27.7164361,"4525 s staples st, corpus christi, tx 78411, usa","Geocoded"
5341,"Gaslight Inn","1727 15th Ave.","325-3654 B & B, year-round","Seattle","WA","(*),(MX),(MW),(SW)",1990,"Accommodations",NA,"","","4/25/2023 9:36pm","1727 15th Ave., Seattle, WA",-122.3130639,47.617281,"1727 15th ave, seattle, wa 98122, usa","Geocoded"
5261,"Oar House","4107 Colley Ave.","489-2353 11am-2am Mon-Fri, 5pm-2am Sat & Sun","Norfolk","VA","(*),(D),(YC),(F),(S)",1990,"Bars",NA,"","","4/25/2023 9:36pm","4107 Colley Ave., Norfolk, VA",-76.2951992,36.8826936,"4107 colley ave, norfolk, va 23508, usa","Geocoded"
4981,"Dignity","4503 Bridge St","283-8588 meets 7:30pm 1st & 3rd Mon","Ft. Worth","TX","",1990,"Religious Organizations",NA,"","","4/25/2023 9:36pm","4503 Bridge St, Ft. Worth, TX",-97.2543709,32.7602395,"4503 bridge st, fort worth, tx 76103, usa","Geocoded"
5367,"Ritz Cafe","429 15th Ave. E.","328-0440 lunch & dinner, cocktails, piano bar","Seattle","WA","(*),(MW),(E)",1990,"Restaurants & Cafes",NA,"","","4/25/2023 9:36pm","429 15th Ave. E., Seattle, WA",-122.3129525,47.6227961,"429 15th ave e, seattle, wa 98112, usa","Geocoded"
4881,"Other Door, The","1911 S. Staples St.","882-0042 7pm-2am Wed-Sun","Corpus Christi","TX","(CW),(D)",1990,"Bars",NA,"","","4/25/2023 9:36pm","1911 S. Staples St., Corpus Christi, TX",-97.4027773,27.7681484,"1911 s staples st, corpus christi, tx 78404, usa","Geocoded"
5314,"Whaley Mansion Inn","415 Third St","682-5735 small resort (2 houses), breakfast (dinner by request)","Chelan","WA","(MX),(MW)",1990,"Accommodations",NA,"","","4/25/2023 9:36pm","415 Third St, Chelan, WA",-120.0226347,47.8366032,"415 s 3rd st, chelan, wa 98816, usa","Geocoded"
5501,"New Bar, The","636 W. Washington St.","(upstairs) 256-8765 4pm-2am Sun-Thurs, till 2:30am Fri & Sat","Madison","WI","(*),(MW),(D),(V)",1990,"Bars",NA,"","","4/25/2023 9:36pm","636 W. Washington St., Madison, WI",-89.393608,43.0683821,"636 w washington ave, madison, wi 53715, usa","Geocoded"
4920,"Ciao","3921 Cedar Springs Rd.","521-0110 Italian cuisine","Dallas","TX","(MX),(MW)",1990,"Restaurants & Cafes",NA,"","","4/25/2023 9:36pm","3921 Cedar Springs Rd., Dallas, TX",-96.8112555,32.8103325,"3921 cedar springs rd, dallas, tx 75219, usa","Geocoded"
5538,"Short Circuit Lounge","2209 W. National Ave","643-0662 noon-2am daily","Milwaukee","WI","(MX),(MW),(NH)",1990,"Bars",NA,"","","4/25/2023 9:36pm","2209 W. National Ave, Milwaukee, WI",-87.9412734,43.0223434,"2209 w national ave, milwaukee, wi 53204, usa","Geocoded"
5429,"Delights","608 S. Fawcett","272-1819 'healthy' gourmet food, jazz weekends","Tacoma","WA","(MX),(MW),(E)",1990,"Bars",NA,"","","4/25/2023 9:36pm","608 S. Fawcett, Tacoma, WA",-122.4445972,47.2578899,"608 fawcett ave, tacoma, wa 98402, usa","Geocoded"
5258,"Cue Club","4601 Killam Ave","489-9740 patio & volleyball crt, 10am-2am","Norfolk","VA","(*),(D),(F),(YC),(V)",1990,"Bars",NA,"","","4/25/2023 9:36pm","4601 Killam Ave, Norfolk, VA",-76.298582,36.8858109,"4601 killam ave, norfolk, va 23508, usa","Geocoded"
5306,"Rumors","1317 N. State St.","","Bellingham","WA","(D)",1990,"Bars",NA,"","","4/25/2023 9:36pm","1317 N. State St., Bellingham, WA",-122.4764828,48.7491201,"1317 n state st, bellingham, wa 98225, usa","Geocoded"
5097,"MCC Light of Love","1601 S. Main","687-6117 worship 11am Sun","Odessa - Midland","TX","",1990,"Religious Organizations",NA,"","","4/25/2023 9:36pm","1601 S. Main, Odessa - Midland, TX",NA,NA,"NA","Geocoded"
5089,"Varsity Bookstore","2402 Marshall St.","763-9368","Lubbock","TX","",1990,"Erotica/Adult Books",NA,"","","4/25/2023 9:36pm","2402 Marshall St., Lubbock, TX",-101.8692159,33.6140933,"2402 marshall st, lubbock, tx 79415, usa","Geocoded"
